X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316
57,8022,8336,19028,18833,18410,17847,22014,23994,24294,23185,23391,22899,21861,21719,21349,20927,20358,21118,19829,20512,20280,20530,20025,20178,19308,19818,19351,19101,19424,18810,18671,18971,19537,19236,18923,18568,19015,23408,23211,4431,4625,4744,4918,5411,6001,5630,5117,5000,4775,4345,5273,4585,4894,4791,4477,4356,0,5368,6858,6395,7428,692,7016,1364,8154,8193,7747,8021,7330,8109,7432,7777,18472,17242,17584,16377,16710,16965,17249,16737,10528,20159,20271,19275,19615,20505,19954,19794,19497,18932,25032,24904,26029,25677,26348,25475,25195,28111,28220,28195,27591,25853,26037,25960,26339,25762,25929,26310,26614,26271,21929,20919,21543,20083,21794,18949,19899,20084,22093,19405,21434,18517,21265,16223,15381,15616,15771,15953,13320,14654,15189,15541,14964,14758,13773,15395,14696,14515,13955,13700,13013,13418,12465,13282,8615,8859,8794,9093,8642,7695,9360,4645,5631,4890,1835,1533,916,2663,2438,2074,2701,4028,4229,4413,7989,6850,7099,7575,8248,8474,8241,6821,3252,2348,2821,4115,4484,7576,8136,19442,20098,20615,20892,20528,20450,24916,27678,28093,27494,10530,9575,10159,9906,9536,8463,9363,8874,9054,8730,8373,8782,4218,4531,4233,20360,19890,19560,19586,19373,19264,19763,19746,19769,18598,20158,19456,20266,19061,19538,19990,19725,20098,19412,19891,18783,18645,19132,19793,19648,19672,19135,18321,18249,18688,19243,18086,18316,17734,17903,18532,17414,18886,17490,18077,17151,18655,17858,16437,18563,17297,17539,17060,18338,17506,17158,16601,16746,15585,17268,17591,16022,16862,17264,16648,15567,17010,16890,16979,15537,28147,21696,21314,21026,21151,20320,19436,20163,19758,19973,22896,23049,23285,23667,11880,12793,12901,12616,25665,25288,26107,25502,24482,24660,23979,24536,24110,25471,25760,24256,23806,25037,24145,23836,24272,25185,24645,25340,24532,24910,24753,24362,24822,24776,24371,24510,23931
58,2787,3101,24396,24202,23779,23215,27383,29363,29662,28553,28759,28268,27229,27087,26718,26295,25726,26486,25197,25880,25649,25898,25393,25546,24676,25186,24719,24469,24792,24178,24039,24339,24905,24604,24291,23936,24383,28776,28579,3967,1783,2074,2294,2192,11369,10998,10485,10368,10143,9654,10508,9819,10128,10026,9712,9590,5368,0,12093,11630,12663,6060,12251,6732,13522,13561,13115,13389,12698,13478,12800,13145,23840,22611,22952,21745,22078,22333,22617,22106,15896,25528,25639,24644,24983,25873,25322,25162,24865,24300,30400,30272,31397,31045,31716,30843,30564,33479,33588,33563,32959,31221,31405,31328,31707,31130,31297,31678,31982,31639,27297,26288,26911,25451,27162,24317,25267,25452,27461,24773,26802,23885,26633,21591,20750,20984,21139,21321,18688,20022,20557,20910,20332,20126,19142,20763,20064,19883,19323,19068,18381,18787,17833,18650,13983,14228,14162,14461,14010,13063,14728,10013,10999,10258,4397,4653,4936,3202,3415,3584,3547,2674,1530,1088,2621,1482,1730,2207,2879,3106,2873,2836,4699,7583,8055,9350,9719,12810,13370,24810,25466,25983,26260,25896,25818,30284,33046,33461,32863,15898,14944,15527,15274,14904,13832,14731,14242,14422,14039,13607,14017,9586,9899,9601,25728,25258,24929,24955,24741,24633,25131,25114,25137,23966,25526,24824,25634,24429,24906,25358,25093,25466,24781,25259,24151,24013,24500,25161,25016,25040,24503,23689,23617,24056,24611,23454,23684,23102,23271,23901,22782,24255,22858,23445,22519,24023,23226,21806,23931,22665,22907,22428,23706,22874,22526,21969,22114,20953,22636,22959,21391,22230,22632,22016,20936,22378,22258,22348,20905,33516,27065,26682,26394,26519,25688,24804,25532,25126,25341,28264,28417,28653,29035,17248,18161,18269,17984,31033,30656,31475,30871,29850,30029,29347,29904,29478,30839,31128,29624,29174,30406,29514,29204,29640,30553,30013,30708,29900,30278,30122,29730,30190,30144,29739,29878,29299
59,14880,15194,12832,12637,12214,11651,15818,17798,18098,16989,17195,16703,15665,15523,15153,14731,14162,14921,13633,14316,14084,14334,13829,13982,13111,13622,13155,12905,13228,12614,12475,12775,13341,13040,12727,12372,12819,17212,17015,10627,10821,10940,11114,11607,4519,3812,3310,3080,2925,2513,1585,2273,1965,2187,2652,2503,6858,12093,0,806,930,6895,271,6873,1958,1997,1551,1825,1145,1913,2128,1581,12276,11046,11388,10181,10514,10769,11053,10541,4332,13963,14075,13079,13419,14309,13758,13598,13301,12736,18836,18708,19833,19481,20152,19279,18999,21915,22024,21998,21395,19657,19840,19764,20143,19566,19733,20114,20418,20075,15733,14723,15347,13887,15598,12753,13703,13888,15897,13209,15238,12321,15069,10027,9185,9420,9575,9757,7124,8458,8993,9345,8768,8562,7577,9199,8500,8319,7759,7504,6817,7222,6269,7086,2925,2663,2598,2897,2446,2296,3324,5039,4931,5312,8031,7729,7157,9521,9297,8509,9560,10887,11088,11271,14185,13046,13295,13771,14444,14670,14437,13017,9448,7049,7344,4192,4502,3018,3116,13246,13902,14419,14696,14332,14254,18720,21482,21897,21298,4334,3379,3963,3710,3340,2267,3167,2678,2858,2475,1769,2191,5982,5810,4896,14164,13694,13364,13390,13177,13068,13566,13550,13573,12402,13962,13260,14070,12865,13342,13794,13529,13902,13216,13695,12587,12449,12936,13597,13452,13476,12939,12125,12053,12492,13047,11890,12120,11537,11707,12336,11218,12690,11294,11881,10955,12459,11662,10241,12367,11101,11343,10864,12142,11310,10962,10405,10550,9389,11072,11395,9826,10666,11068,10452,9371,10814,10694,10783,9341,21951,15500,15118,14830,14955,14124,13240,13967,13562,13777,16700,16853,17089,17471,5684,6597,6705,6420,19468,19092,19911,19306,18285,18464,17783,18340,17914,19275,19564,18059,17610,18841,17949,17640,18076,18989,18449,19144,18336,18714,18557,18166,18626,18580,18175,18313,17735
60,14417,14731,13638,13443,13020,12457,16624,18604,18904,17795,18001,17509,16471,16329,15959,15537,14968,15728,14439,15122,14890,15140,14635,14788,13918,14428,13961,13711,14034,13420,13281,13581,14147,13846,13533,13178,13625,18018,17821,9821,10015,10134,10308,10801,4056,3349,2847,2617,2462,2050,1122,1810,1502,1604,1918,2040,6395,11630,806,0,1736,6432,1077,6410,2764,2803,2357,2631,1940,2719,2042,2387,13082,11852,12194,10987,11320,11575,11859,11347,5138,14769,14881,13885,14225,15115,14564,14404,14107,13542,19642,19514,20639,20287,20958,20085,19805,22721,22830,22804,22201,20463,20647,20570,20949,20372,20539,20920,21224,20881,16539,15529,16153,14693,16404,13559,14509,14694,16703,14015,16044,13127,15875,10833,9991,10226,10381,10563,7930,9264,9799,10151,9574,9368,8383,10005,9306,9125,8565,8310,7623,8028,7075,7892,3225,3469,3404,3703,3252,2305,3970,4576,4468,4849,7232,6976,6694,9058,8833,8046,9097,10424,10625,10808,13379,12240,12489,12965,13638,13864,13631,12211,8642,6243,6538,3386,3696,2212,2310,14052,14708,15225,15502,15138,15060,19526,22288,22703,22104,5140,4185,4769,4516,4146,3073,3973,3484,3664,3281,2575,2997,5519,5346,4433,14970,14500,14170,14196,13983,13874,14373,14356,14379,13208,14768,14066,14876,13671,14148,14600,14335,14708,14022,14501,13393,13255,13742,14403,14258,14282,13745,12931,12859,13298,13853,12696,12926,12343,12513,13142,12024,13496,12100,12687,11761,13265,12468,11047,13173,11907,12149,11670,12948,12116,11768,11211,11356,10195,11878,12201,10632,11472,11874,11258,10177,11620,11500,11589,10147,22757,16306,15924,15636,15761,14930,14046,14773,14368,14583,17506,17659,17895,18277,6490,7403,7511,7226,20275,19898,20717,20112,19092,19270,18589,19146,18720,20081,20370,18866,18416,19647,18755,18446,18882,19795,19255,19950,19142,19520,19363,18972,19432,19386,18981,19120,18541
61,15450,15764,11902,11708,11285,10721,14889,16869,17168,16059,16265,15774,14735,14593,14224,13801,13232,13992,12703,13386,13155,13404,12899,13052,12182,12692,12225,11975,12298,11684,11545,11845,12412,12110,11797,11442,11889,16282,16085,11557,11750,11870,12043,12537,5089,4382,3880,3650,3495,3084,2343,3078,2782,3117,3581,3195,7428,12663,930,1736,0,7465,659,7443,1335,1067,1365,1069,1715,984,2698,1937,11346,10117,10459,9251,9584,9839,10123,9612,3641,13034,13145,12150,12489,13379,12828,12668,12371,11806,17906,17778,18903,18551,19222,18349,18070,20985,21094,21069,20465,18727,18911,18834,19213,18636,18803,19184,19488,19145,14803,13794,14417,12957,14668,11823,12773,12958,14967,12279,14308,11391,14139,9097,8256,8490,8645,8827,6194,7528,8063,8416,7839,7632,6648,8269,7570,7389,6829,6574,5887,6293,5339,6156,3495,2610,2481,2285,2977,2866,3894,5609,5501,5883,8961,8659,8042,10091,9867,9199,10130,11457,11658,11841,15115,13976,14224,14701,15373,15600,15367,13947,10378,7979,8273,5122,5432,3948,4046,12316,12972,13489,13766,13402,13324,17790,20552,20967,20369,3404,2450,3033,2780,2410,1338,2237,1748,1928,1545,944,1354,6552,6380,5466,13234,12764,12435,12461,12248,12139,12637,12620,12643,11472,13032,12330,13140,11935,12412,12864,12599,12972,12287,12765,11657,11519,12006,12667,12522,12546,12009,11195,11123,11562,12117,10960,11190,10608,10777,11407,10288,11761,10364,10951,10025,11529,10732,9312,11437,10171,10413,9934,11212,10380,10032,9475,9620,8459,10142,10465,8897,9736,10138,9522,8442,9884,9764,9854,8411,21022,14571,14188,13900,14025,13194,12310,13038,12632,12847,15770,15923,16159,16541,4754,5667,5775,5490,18539,18162,18981,18377,17356,17535,16853,17411,16984,18345,18634,17130,16680,17912,17020,16711,17146,18059,17519,18214,17406,17784,17628,17236,17696,17650,17245,17384,16805
62,7985,8299,18336,18142,17719,17155,21323,23303,23602,22493,22699,22208,21169,21027,20658,20235,19666,20426,19137,19820,19589,19838,19333,19486,18616,19126,18659,18409,18732,18118,17979,18279,18845,18544,18231,17876,18323,22716,22519,5123,5316,5436,5609,6103,5309,4938,4425,4308,4083,4382,5310,4621,4930,4828,4514,4392,692,6060,6895,6432,7465,0,7053,672,7462,7501,7055,7329,6638,7418,6740,7085,17780,16551,16892,15685,16018,16273,16557,16046,9836,19468,19579,18584,18923,19813,19262,19102,18805,18240,24340,24212,25337,24985,25656,24783,24504,27419,27528,27503,26899,25161,25345,25268,25647,25070,25237,25618,25922,25579,21237,20228,20851,19391,21102,18257,19207,19392,21401,18713,20742,17825,20573,15531,14690,14924,15079,15261,12628,13962,14497,14850,14272,14066,13082,14703,14004,13823,13263,13008,12321,12727,11773,12590,7923,8168,8102,8401,7950,7003,8668,3953,4939,4198,2527,2225,1608,2858,2645,2765,2665,3992,4530,4972,8681,7542,7790,8267,8939,9166,8933,7513,3944,2385,2857,4152,4521,7612,8172,18750,19406,19923,20200,19836,19758,24224,26986,27401,26803,9838,8884,9467,9214,8844,7772,8671,8318,8664,8766,8409,8819,3526,3840,3541,19668,19198,18869,18895,18681,18573,19071,19054,19077,17906,19466,18764,19574,18369,18846,19298,19033,19406,18721,19199,18091,17953,18440,19101,18956,18980,18443,17629,17557,17996,18551,17394,17624,17042,17211,17841,16722,18195,16798,17385,16459,17963,17166,15746,17871,16605,16847,16368,17646,16814,16466,15909,16054,14893,16576,16899,15331,16170,16572,15956,14876,16318,16198,16288,14845,27456,21005,20622,20334,20459,19628,18744,19472,19066,19281,22204,22357,22593,22975,11188,12101,12209,11924,24973,24596,25415,24811,23790,23969,23287,23844,23418,24779,25068,23564,23114,24346,23454,23144,23580,24493,23953,24648,23840,24218,24062,23670,24130,24084,23679,23818,23239
63,15038,15352,12561,12366,11944,11380,15547,17527,17827,16718,16924,16432,15394,15252,14883,14460,13891,14651,13362,14045,13813,14063,13558,13711,12841,13351,12884,12634,12957,12343,12204,12504,13070,12769,12456,12101,12548,16941,16744,10898,11092,11211,11385,11878,4677,3970,3468,3238,3083,2671,1743,2431,2123,2458,2922,2661,7016,12251,271,1077,659,7053,0,7031,1687,1726,1280,1554,1303,1642,2286,1524,12005,10775,11117,9910,10243,10498,10782,10270,4061,13692,13804,12808,13148,14038,13487,13327,13030,12465,18565,18437,19562,19210,19881,19008,18728,21644,21753,21728,21124,19386,19570,19493,19872,19295,19462,19843,20147,19804,15462,14452,15076,13616,15327,12482,13432,13617,15626,12938,14967,12050,14798,9756,8914,9149,9304,9486,6853,8187,8722,9074,8497,8291,7307,8928,8229,8048,7488,7233,6546,6951,5998,6815,3083,2392,2327,2626,2565,2454,3482,5197,5089,5470,8302,8000,7383,9679,9455,8667,9718,11045,11246,11429,14456,13317,13566,14042,14715,14941,14708,13288,9719,7320,7615,4463,4773,3289,3387,12975,13631,14148,14425,14061,13983,18449,21211,21626,21028,4063,3108,3692,3439,3069,1996,2896,2407,2587,2204,1498,1920,6140,5968,5054,13893,13423,13093,13119,12906,12797,13296,13279,13302,12131,13691,12989,13799,12594,13071,13523,13258,13631,12945,13424,12316,12178,12665,13326,13181,13205,12668,11854,11782,12221,12776,11619,11849,11267,11436,12065,10947,12419,11023,11610,10684,12188,11391,9970,12096,10830,11072,10593,11871,11039,10691,10134,10279,9118,10801,11124,9555,10395,10797,10181,9100,10543,10423,10512,9070,21680,15229,14847,14559,14684,13853,12969,13696,13291,13506,16429,16582,16818,17200,5413,6326,6434,6149,19198,18821,19640,19035,18015,18194,17512,18069,17643,19004,19293,17789,17339,18570,17678,17369,17805,18718,18178,18873,18065,18443,18286,17895,18355,18309,17904,18043,17464
64,8007,8321,17664,17470,17047,16483,20651,22631,22930,21821,22027,21536,20497,20355,19986,19563,18994,19754,18465,19148,18917,19166,18661,18814,17944,18454,17987,17737,18060,17446,17307,17607,18174,17872,17559,17204,17651,22044,21847,5795,5988,6108,6281,6775,4637,4266,3753,3792,3948,4359,5288,4599,4908,4806,4492,4370,1364,6732,6873,6410,7443,672,7031,0,6790,6829,6383,6657,5966,7328,6068,6413,17108,15879,16221,15013,15346,15601,15885,15374,9164,18796,18907,17912,18251,19141,18590,18430,18133,17568,23668,23540,24665,24313,24984,24112,23832,26747,26856,26831,26227,24489,24673,24596,24975,24398,24565,24947,25250,24907,20565,19556,20179,18719,20430,17585,18535,18720,20729,18041,20070,17153,19901,14859,14018,14252,14407,14589,11956,13290,13825,14178,13601,13394,12410,14031,13332,13151,12591,12336,11649,12055,11101,11918,7251,7496,7430,7729,7278,6331,7996,3282,4267,3527,3199,2897,2280,3530,3317,3437,3185,4058,5202,5644,9353,8214,8462,8939,9611,9838,9605,8185,4616,2363,2835,4130,4499,7590,8150,18078,18734,19251,19528,19164,19086,23552,26314,26729,26131,9166,8212,8795,8542,8251,7661,8482,8296,8642,8744,8387,8797,2854,3168,2869,18996,18526,18197,18223,18010,17901,18399,18382,18405,17234,18794,18092,18902,17697,18174,18626,18361,18734,18049,18527,17419,17281,17768,18429,18284,18308,17771,16957,16885,17324,17879,16722,16952,16370,16539,17169,16050,17523,16126,16713,15787,17291,16494,15074,17199,15933,16175,15696,16974,16142,15794,15237,15382,14221,15904,16227,14659,15498,15900,15284,14204,15646,15526,15616,14173,26784,20333,19950,19662,19787,18956,18072,18800,18394,18609,21532,21685,21921,22303,10516,11429,11537,11252,24301,23924,24743,24139,23118,23297,22615,23173,22746,24107,24396,22892,22442,23674,22782,22473,22908,23821,23281,23976,23168,23546,23390,22998,23458,23412,23007,23146,22567
65,14115,14429,10874,10680,10257,9694,13861,15841,16140,15032,15238,14746,13707,13565,13196,12773,12204,12964,11675,12358,12127,12377,11871,12024,11154,11664,11197,10947,11270,10656,10517,10818,11384,11082,10769,10414,10861,15255,15057,12584,12778,12898,13071,13565,3754,3047,3036,3154,3379,3867,3371,4105,3810,4145,4609,4222,8154,13522,1958,2764,1335,7462,1687,6790,0,511,407,266,824,1220,1363,602,10318,9089,9431,8223,8556,8811,9095,8584,2374,12006,12118,11122,11461,12351,11800,11640,11344,10779,16879,16750,17875,17523,18194,17322,17042,19957,20066,20041,19438,17699,17883,17806,18186,17608,17775,18157,18461,18117,13776,12766,13390,11929,13640,10796,11745,11930,13940,11251,13280,10363,13112,8069,7228,7462,7617,7799,5166,6500,7035,7388,6811,6604,5620,7241,6542,6361,5801,5546,4859,5265,4311,5128,2160,1275,1146,950,1642,1531,2559,4274,4166,4548,9989,9687,9069,10320,10107,10227,9974,10848,11992,12434,16143,15003,15252,15728,16401,16627,16395,14975,11406,9007,9301,6149,6459,4976,5074,11288,11944,12461,12738,12374,12296,16762,19524,19940,19341,2376,1698,2223,2149,2143,1553,2374,2188,2534,2636,2279,2689,5217,5045,4131,12207,11737,11407,11433,11220,11111,11609,11592,11615,10444,12004,11302,12113,10908,11385,11836,11571,11945,11259,11737,10630,10491,10979,11639,11495,11519,10981,10167,10095,10535,11089,9932,10162,9580,9749,10379,9261,10733,9337,9923,8997,10501,9705,8284,10409,9144,9385,8907,10184,9352,9004,8447,8592,7431,9114,9437,7869,8708,9110,8494,7414,8856,8736,8826,7384,19994,13543,13160,12872,12997,12167,11283,12010,11604,11820,14743,14895,15132,15513,3727,4639,4747,4462,17511,17134,17954,17349,16328,16507,15825,16383,15956,17317,17607,16102,15653,16884,15992,15683,16118,17031,16492,17186,16378,16756,16600,16208,16668,16623,16218,16356,15778
66,14626,14941,10835,10640,10218,9654,13822,15801,16101,14992,15198,14707,13668,13526,13157,12734,12165,12925,11636,12319,12087,12337,11832,11985,11115,11625,11158,10908,11231,10617,10478,10778,11344,11043,10730,10375,10822,15215,15018,12624,12817,12937,13111,13604,4265,3558,3076,3193,3418,3907,3410,4145,3849,4184,4648,4262,8193,13561,1997,2803,1067,7501,1726,6829,511,0,541,245,892,709,1874,1113,10279,9049,9391,8184,8517,8772,9056,8545,2817,11967,12078,11082,11422,12312,11761,11601,11304,10739,16839,16711,17836,17484,18155,17282,17003,19918,20027,20002,19398,17660,17844,17767,18146,17569,17736,18117,18421,18078,13736,12726,13350,11890,13601,10756,11706,11891,13900,11212,13241,10324,13072,8030,7188,7423,7578,7760,5127,6461,6996,7348,6771,6565,5581,7202,6503,6322,5762,5507,4820,5226,4272,5089,2671,1786,1657,1461,2154,2042,3070,4785,4677,5059,10028,9726,9109,10359,10146,10267,10014,10887,12031,12473,16182,15043,15292,15768,16440,16667,16434,15014,11445,9046,9340,6189,6499,5015,5113,11249,11905,12422,12699,12335,12257,16723,19485,19900,19302,2337,1382,1966,1713,1632,1042,1863,1677,2023,2125,1768,2178,5728,5556,4642,12167,11697,11368,11393,11180,11071,11570,11553,11576,10405,11965,11263,12073,10868,11345,11797,11532,11905,11220,11698,10590,10452,10939,11600,11455,11479,10942,10128,10056,10495,11050,9893,10123,9541,9710,10340,9221,10693,9297,9884,8958,10462,9665,8245,10370,9104,9346,8867,10145,9313,8965,8408,8553,7392,9075,9398,7829,8669,9071,8455,7374,8817,8697,8787,7344,19954,13504,13121,12833,12958,12127,11243,11971,11565,11780,14703,14856,15092,15474,3687,4600,4708,4423,17472,17095,17914,17310,16289,16468,15786,16343,15917,17278,17567,16063,15613,16845,15953,15643,16079,16992,16452,17147,16339,16717,16560,16169,16629,16583,16178,16317,15738
67,14085,14399,11281,11087,10664,10101,14268,16248,16547,15439,15644,15153,14114,13972,13603,13180,12611,13371,12082,12765,12534,12784,12278,12431,11561,12071,11604,11354,11677,11063,10924,11225,11791,11489,11176,10821,11268,15662,15464,12178,12371,12491,12664,13158,3724,3017,2629,2747,2972,3460,2964,3699,3403,3738,4202,3815,7747,13115,1551,2357,1365,7055,1280,6383,407,541,0,296,417,1250,1333,572,10725,9496,9838,8630,8963,9218,9502,8991,2781,12413,12524,11529,11868,12758,12207,12047,11751,11186,17286,17157,18282,17930,18601,17729,17449,20364,20473,20448,19845,18106,18290,18213,18593,18015,18182,18564,18868,18524,14183,13173,13796,12336,14047,11203,12152,12337,14346,11658,13687,10770,13519,8476,7635,7869,8024,8206,5573,6907,7442,7795,7218,7011,6027,7648,6949,6768,6208,5953,5266,5672,4718,5535,2130,1245,1116,1346,1613,1501,2529,4244,4136,4518,9582,9280,8662,9913,9700,9820,9568,10441,11585,12027,15736,14597,14845,15321,15994,16221,15988,14568,10999,8600,8894,5742,6053,4569,4667,11695,12351,12868,13145,12781,12703,17169,19931,20347,19748,2783,1829,2413,2179,2173,1583,2404,2218,2564,2666,2309,2719,5187,5015,4101,12614,12144,11814,11840,11627,11518,12016,11999,12022,10851,12411,11709,12520,11315,11792,12243,11978,12352,11666,12144,11036,10898,11385,12046,11902,11926,11388,10574,10502,10942,11496,10339,10569,9987,10156,10786,9667,11140,9744,10330,9404,10908,10112,8691,10816,9551,9792,9314,10591,9759,9411,8854,8999,7838,9521,9844,8276,9115,9517,8901,7821,9263,9143,9233,7791,20401,13950,13567,13279,13404,12574,11690,12417,12011,12227,15150,15302,15539,15920,4134,5046,5154,4869,17918,17541,18361,17756,16735,16914,16232,16790,16363,17724,18014,16509,16060,17291,16399,16090,16525,17438,16899,17593,16785,17163,17007,16615,17075,17030,16625,16763,16185
