X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316
289,31166,30804,6260,6454,6877,7441,3273,1293,1315,2102,1897,2388,3427,3569,3938,4361,4930,4170,5459,4776,5007,4757,5263,5110,5980,5470,5937,6187,5864,6478,6617,6316,5750,6052,6365,6720,6273,1880,2077,29719,29912,30032,30205,30699,19287,19658,20170,20288,20513,21001,20505,21240,20944,21279,21743,21356,25288,30656,19092,19898,18162,24596,18821,23924,17134,17095,17541,17266,17958,17178,17856,17511,6816,8045,7703,8911,8578,8323,8039,8550,14760,5128,5017,6012,5673,4783,5334,5494,5790,6356,4291,3565,6439,4733,6533,618,655,8515,8826,8379,6789,6052,5498,987,1052,1079,796,1023,1327,983,3358,4368,3745,5205,3494,6338,5389,5204,3195,5883,3854,6771,4022,9065,9906,9672,9517,9335,11968,10634,10099,9746,10323,10530,11514,9893,10592,10773,11333,11588,12275,11869,12823,12006,16673,16428,16493,16195,16646,17593,15928,20642,19656,20397,27123,26821,26203,27454,27241,27361,27109,27982,29126,29568,33277,32138,32386,32862,33535,33762,33529,32109,28540,26141,26435,23283,23594,22110,22208,5846,5190,4673,4396,4760,4838,9716,9415,9358,9951,14758,15712,15128,15382,15752,16824,15924,16413,16234,16617,17323,16900,21070,20756,21055,4927,5397,5727,5701,5914,6023,5525,5542,5519,6690,5130,5832,5021,6227,5749,5298,5563,5189,5875,5397,6505,6643,6156,5495,5639,5615,6153,6967,7039,6599,6045,7202,6972,7554,7385,6755,7874,6401,7797,7211,8137,6633,7430,8850,6725,7990,7749,8227,6950,7782,8130,8687,8542,9703,8020,7697,9265,8426,8024,8640,9720,8278,8398,8308,9750,7818,4528,4871,4951,4340,4967,5851,5124,5530,5314,2391,2239,2002,1621,13407,12495,12387,12672,377,0,820,624,806,627,1309,751,1178,1170,1329,1032,1481,1253,1142,1451,1016,1773,762,1840,1404,2050,1748,1988,2420,2852,2340,2727,2552
290,31986,31624,7079,7274,7697,8260,4093,2113,1814,2922,2716,3208,4246,4388,4758,5180,5750,4990,6278,5596,5827,5577,6082,5929,6800,6289,6756,7006,6683,7298,7437,7136,6570,6872,7184,7539,7092,2699,2896,30538,30732,30852,31025,31519,20106,20477,20990,21108,21332,21821,21324,22059,21763,22098,22563,22176,26107,31475,19911,20717,18981,25415,19640,24743,17954,17914,18361,18086,18777,17998,18675,18331,7635,8865,8523,9730,9397,9142,8858,9370,15579,5948,5836,6832,6492,5603,6154,6313,6610,7175,3856,3130,6003,4297,6098,1053,1090,8079,8391,7944,6354,5617,5063,1423,899,1514,1231,627,507,558,4178,5188,4564,6024,4313,7158,6209,6023,4014,6702,4673,7590,4842,9885,10726,10492,10336,10154,12787,11453,10918,10566,11143,11349,12334,10712,11411,11593,12152,12407,13094,12689,13642,12825,17493,17248,17313,17014,17465,18413,16747,21462,20476,21217,27943,27640,27023,28273,28060,28181,27928,28801,29946,30387,34097,32957,33206,33682,34355,34581,34348,32928,29360,26960,27255,24103,24413,22929,23028,6665,6009,5493,5215,5580,5657,9280,8980,8923,9516,15578,16532,15948,16202,16571,17644,16744,17233,17053,17436,18142,17720,21890,21576,21875,5747,6217,6547,6521,6734,6843,6345,6362,6339,7510,5949,6651,5841,7046,6569,6117,6383,6009,6695,6216,7324,7462,6975,6314,6459,6435,6972,7786,7858,7419,6864,8021,7792,8374,8204,7575,8693,7221,8617,8030,8956,7452,8249,9670,7545,8810,8569,9047,7769,8601,8949,9507,9361,10522,8840,8517,10085,9245,8844,9459,10540,9097,9218,9128,10570,7383,4963,5307,5387,4956,5787,6671,5944,6349,6134,3211,3058,2822,2440,14227,13314,13207,13492,443,820,0,605,1626,1447,2128,1571,1997,734,893,1852,2301,1070,1962,2271,1836,1338,1462,1404,1575,1615,1354,1745,1985,2416,1904,2291,2176
291,31381,31019,6474,6669,7092,7655,3488,1508,1209,2317,2111,2603,3642,3784,4153,4576,5145,4385,5674,4991,5222,4972,5477,5324,6195,5685,6152,6402,6079,6693,6832,6531,5965,6267,6580,6935,6487,2094,2292,29933,30127,30247,30420,30914,19502,19873,20385,20503,20728,21216,20720,21454,21159,21494,21958,21571,25502,30871,19306,20112,18377,24811,19035,24139,17349,17310,17756,17481,18173,17393,18071,17726,7031,8260,7918,9126,8793,8538,8254,8765,14975,5343,5231,6227,5888,4998,5549,5709,6005,6570,3667,2941,5815,4109,5909,1242,1279,7891,8202,7755,6165,5428,4875,1611,1087,1703,1420,816,1112,768,3573,4583,3959,5419,3709,6553,5604,5418,3409,6098,4068,6986,4237,9280,10121,9887,9732,9549,12183,10849,10313,9961,10538,10744,11729,10108,10806,10988,11548,11802,12490,12084,13037,12221,16888,16643,16708,16409,16861,17808,16143,20857,19871,20612,27338,27036,26418,27668,27455,27576,27323,28197,29341,29783,33492,32352,32601,33077,33750,33976,33744,32323,28755,26356,26650,23498,23808,22325,22423,6060,5405,4888,4611,4975,5052,9092,8791,8734,9327,14973,15927,15343,15597,15967,17039,16139,16628,16449,16831,17537,17115,21285,20971,21270,5142,5612,5942,5916,6129,6238,5740,5757,5734,6905,5345,6046,5236,6441,5964,5513,5778,5404,6090,5611,6719,6858,6370,5710,5854,5830,6368,7182,7254,6814,6260,7417,7187,7769,7600,6970,8088,6616,8012,7426,8351,6847,7644,9065,6940,8205,7964,8442,7165,7997,8345,8902,8756,9918,8235,7912,9480,8641,8239,8855,9935,8493,8613,8523,9965,7195,5152,5495,5575,4964,5435,6066,5339,5744,5529,2849,2512,2217,1835,13622,12710,12602,12887,443,624,605,0,1089,842,1524,966,1393,546,705,1247,1696,629,1357,1666,1231,1149,857,1216,971,1427,1124,1364,1796,2228,1716,2103,1928
292,30360,29998,5454,5648,6071,6634,2467,1592,1780,1296,1116,1582,2621,2763,3132,3555,4124,3364,4653,3970,4201,3951,4456,4303,5174,4664,5131,5381,5058,5672,5811,5510,4944,5246,5559,5914,5466,1073,1271,28912,29106,29226,29399,29893,18481,18852,19364,19482,19707,20195,19699,20433,20138,20473,20937,20550,24482,29850,18285,19092,17356,23790,18015,23118,16328,16289,16735,16460,17152,16372,17050,16705,6010,7239,6897,8105,7772,7517,7233,7744,13954,4322,4210,5206,4867,3977,4528,4688,4984,5549,4756,4030,6904,5198,6998,994,714,8980,9291,8844,7254,6517,5964,1478,1858,1280,1448,1829,2133,1789,2552,3562,2938,4398,2688,5532,4583,4398,2388,5077,3047,5965,3216,8259,9100,8866,8711,8528,11162,9828,9292,8940,9517,9724,10708,9087,9786,9967,10527,10781,11469,11063,12016,11200,15867,15622,15687,15389,15840,16787,15122,19836,18850,19591,26317,26015,25397,26648,26435,26555,26302,27176,28320,28762,32471,31331,31580,32056,32729,32955,32723,31303,27734,25335,25629,22477,22787,21304,21402,5040,4384,3992,4422,4881,4032,10181,9880,9823,10416,13952,14906,14322,14576,14946,16018,15118,15607,15428,15811,16517,16094,20264,19950,20249,4121,4591,4921,4895,5108,5217,4719,4736,4713,5884,4324,5025,4215,5420,4943,4492,4757,4383,5069,4590,5698,5837,5349,4689,4833,4809,5347,6161,6233,5793,5239,6396,6166,6748,6579,5949,7067,5595,6991,6405,7331,5827,6623,8044,5919,7184,6943,7421,6144,6976,7324,7881,7736,8897,7214,6891,8459,7620,7218,7834,8914,7472,7592,7502,8944,8284,4063,4406,4486,3875,4346,5045,4318,4723,4508,1760,1433,1196,815,12601,11689,11581,11866,1183,806,1626,1089,0,680,503,772,372,1635,1794,868,675,1718,669,645,1043,2238,1227,2305,1869,2515,2213,2453,2885,3317,2805,3192,3017
293,30539,30177,5632,5827,6250,6813,2646,912,1100,1475,1269,1761,2800,2942,3311,3734,4303,3543,4832,4149,4380,4130,4635,4482,5353,4843,5310,5560,5237,5851,5990,5689,5123,5425,5738,6093,5645,1252,1450,29091,29285,29405,29578,30072,18660,19031,19543,19661,19886,20374,19878,20612,20317,20652,21116,20729,24660,30029,18464,19270,17535,23969,18194,23297,16507,16468,16914,16639,17331,16551,17229,16884,6189,7418,7076,8284,7951,7696,7412,7923,14133,4501,4389,5385,5046,4156,4707,4867,5163,5728,4076,3350,6224,4518,6318,833,870,8300,8611,8164,6574,5837,5283,1299,1679,1294,1269,1650,1954,1610,2985,3847,3363,4577,2867,5711,4762,4576,2567,5256,3226,6144,3395,8438,9279,9045,8890,8707,11341,10007,9471,9119,9696,9902,10887,9266,9964,10146,10706,10960,11648,11242,12195,11379,16046,15801,15866,15567,16019,16966,15301,20015,19029,19770,26496,26194,25576,26826,26613,26734,26481,27355,28499,28941,32650,31510,31759,32235,32908,33134,32902,31481,27913,25514,25808,22656,22966,21483,21581,5218,4563,4046,3769,4201,4211,9501,9200,9143,9736,14131,15085,14501,14755,15125,16197,15297,15786,15607,15989,16695,16273,20443,20129,20428,4300,4770,5100,5074,5287,5396,4898,4915,4892,6063,4503,5204,4394,5599,5122,4671,4936,4562,5248,4769,5877,6016,5528,4868,5012,4988,5526,6340,6412,5972,5418,6575,6345,6927,6758,6128,7246,5774,7170,6584,7509,6005,6802,8223,6098,7363,7122,7600,6323,7155,7503,8060,7914,9076,7393,7070,8638,7799,7397,8013,9093,7651,7771,7681,9123,7603,4743,5086,5166,4555,5026,5224,4610,4902,4687,2440,2103,1665,993,12780,11868,11760,12045,1004,627,1447,842,680,0,682,124,551,955,1114,405,854,1038,515,824,389,1558,547,1625,1189,1835,1533,1773,2205,2637,2125,2512,2337
294,29858,29495,4951,5146,5568,6132,1964,1467,1655,794,991,1080,2118,2260,2629,3052,3621,2861,4150,3467,3699,3449,3954,3801,4671,4161,4628,4878,4555,5169,5308,5008,4442,4743,5056,5411,4964,571,768,28410,28604,28723,28897,29390,17978,18349,18862,18979,19204,19693,19196,19931,19635,19970,20434,20048,23979,29347,17783,18589,16853,23287,17512,22615,15825,15786,16232,15958,16649,15870,16547,16202,5507,6737,6395,7602,7269,7014,6730,7241,13451,3819,3708,4704,4364,3474,4025,4185,4482,5047,4631,3905,6779,5073,6874,1496,1217,8855,9166,8719,7129,6392,5839,1981,2360,1783,1950,2331,2635,2292,2430,3292,2808,3896,2185,5030,4080,3895,1886,4574,2545,5462,2714,7756,8598,8363,8208,8026,10659,9325,8790,8438,9015,9221,10205,8584,9283,9464,10024,10279,10966,10561,11514,10697,15364,15120,15185,14886,15337,16284,14619,19334,18348,19089,25814,25512,24895,26145,25932,26053,25800,26673,27818,28259,31968,30829,31078,31554,32227,32453,32220,30800,27231,24832,25127,21975,22285,20801,20899,4537,3881,3867,4297,4756,3529,10056,9755,9698,10291,13449,14404,13820,14073,14443,15516,14616,15105,14925,15308,16014,15592,19761,19448,19746,3619,4089,4419,4393,4606,4715,4216,4233,4210,5381,3821,4523,3713,4918,4441,3989,4254,3881,4567,4088,5196,5334,4847,4186,4331,4307,4844,5658,5730,5291,4736,5893,5663,6245,6076,5447,6565,5093,6489,5902,6828,5324,6121,7542,5416,6682,6440,6919,5641,6473,6821,7378,7233,8394,6711,6388,7957,7117,6715,7331,8412,6969,7089,6999,8442,8159,4187,4531,4611,3999,4471,4543,4055,4221,4006,1885,1548,1110,312,12099,11186,11078,11363,1686,1309,2128,1524,503,682,0,647,139,1510,1781,743,173,1593,544,453,919,2113,1102,2180,1744,2391,2088,2328,2760,3192,2680,3067,2893
295,30415,30053,5508,5703,6126,6689,2522,820,1008,1351,1145,1637,2675,2817,3187,3610,4179,3419,4707,4025,4256,4006,4511,4358,5229,4719,5185,5435,5113,5727,5866,5565,4999,5301,5613,5968,5521,1128,1325,28967,29161,29281,29454,29948,18536,18906,19419,19537,19761,20250,19753,20488,20192,20527,20992,20605,24536,29904,18340,19146,17411,23844,18069,23173,16383,16343,16790,16515,17207,16427,17104,16760,6064,7294,6952,8159,7827,7572,7288,7799,14009,4377,4265,5261,4921,4032,4583,4743,5039,5604,3984,3258,6132,4426,6226,939,962,8208,8519,8072,6482,5745,5192,1423,1803,1386,1393,1774,2078,1734,3077,3939,3455,4453,2742,5587,4638,4452,2443,5131,3102,6019,3271,8314,9155,8921,8765,8583,11216,9882,9347,8995,9572,9778,10763,9141,9840,10022,10581,10836,11523,11118,12071,11254,15922,15677,15742,15443,15894,16842,15177,19891,18905,19646,26372,26069,25452,26702,26489,26610,26357,27230,28375,28817,32526,31386,31635,32111,32784,33010,32778,31357,27789,25389,25684,22532,22842,21359,21457,5094,4438,3922,3650,4109,4086,9409,9108,9051,9644,14007,14961,14377,14631,15000,16073,15173,15662,15482,15865,16571,16149,20319,20005,20304,4176,4646,4976,4950,5163,5272,4774,4791,4768,5939,4378,5080,4270,5475,4998,4546,4812,4438,5124,4645,5753,5891,5404,4744,4888,4864,5402,6215,6288,5848,5294,6450,6221,6803,6633,6004,7122,5650,7046,6460,7385,5881,6678,8099,5974,7239,6998,7476,6199,7031,7378,7936,7790,8951,7269,6946,8514,7674,7273,7888,8969,7526,7647,7557,8999,7512,4835,5178,5258,4647,5118,5100,4702,4778,4563,2532,2195,1757,883,12656,11743,11636,11921,1128,751,1571,966,772,124,647,0,508,935,1224,281,730,946,391,700,271,1466,455,1533,1097,1743,1441,1681,2113,2545,2033,2420,2245
296,29989,29626,5082,5277,5699,6263,2095,1328,1516,925,852,1210,2249,2391,2760,3183,3752,2992,4281,3598,3830,3580,4085,3932,4802,4292,4759,5009,4686,5300,5439,5139,4573,4874,5187,5542,5095,702,899,28541,28734,28854,29028,29521,18109,18480,18993,19110,19335,19824,19327,20062,19766,20101,20565,20179,24110,29478,17914,18720,16984,23418,17643,22746,15956,15917,16363,16089,16780,16001,16678,16333,5638,6868,6526,7733,7400,7145,6861,7372,13582,3950,3839,4835,4495,3605,4156,4316,4613,5178,4492,3766,6640,4934,6734,1365,1086,8716,9027,8580,6990,6253,5699,1850,2229,1652,1819,2200,2504,2161,2569,3432,2947,4027,2316,5161,4211,4026,2017,4705,2676,5593,2845,7887,8728,8494,8339,8157,10790,9456,8921,8569,9146,9352,10336,8715,9414,9595,10155,10410,11097,10691,11645,10828,15495,15250,15316,15017,15468,16415,14750,19465,18479,19220,25945,25643,25026,26276,26063,26184,25931,26804,27948,28390,32099,30960,31209,31685,32357,32584,32351,30931,27362,24963,25257,22106,22416,20932,21030,4668,4012,3728,4158,4617,3660,9917,9616,9559,10152,13580,14535,13951,14204,14574,15646,14747,15236,15056,15439,16145,15723,19892,19579,19877,3750,4220,4549,4524,4737,4846,4347,4364,4341,5512,3952,4654,3844,5049,4572,4120,4385,4012,4697,4219,5327,5465,4978,4317,4462,4438,4975,5789,5861,5422,4867,6024,5794,6376,6207,5577,6696,5224,6620,6033,6959,5455,6252,7672,5547,6813,6571,7050,5772,6604,6952,7509,7364,8525,6842,6519,8088,7248,6846,7462,8543,7100,7220,7130,8573,8019,4327,4670,4750,4139,4611,4674,4194,4352,4137,2024,1687,1250,443,12230,11317,11209,11494,1555,1178,1997,1393,372,551,139,508,0,1371,1650,603,304,1454,405,313,779,1974,963,2041,1605,2251,1949,2189,2621,3053,2540,2928,2753
297,31350,30987,6443,6637,7060,7624,3456,1476,1177,2286,2080,2571,3610,3752,4121,4544,5113,4353,5642,4959,5191,4941,5446,5293,6163,5653,6120,6370,6047,6661,6800,6500,5934,6235,6548,6903,6456,2063,2260,29902,30095,30215,30388,30882,19470,19841,20354,20471,20696,21185,20688,21423,21127,21462,21926,21540,25471,30839,19275,20081,18345,24779,19004,24107,17317,17278,17724,17450,18141,17361,18039,17694,6999,8228,7887,9094,8761,8506,8222,8733,14943,5311,5200,6195,5856,4966,5517,5677,5974,6539,3121,2395,5269,3563,5364,1788,1825,7345,7656,7209,5619,4882,4329,2157,1633,2248,1966,1362,1143,1293,3940,4802,4318,5388,3677,6522,5572,5387,3378,6066,4037,6954,4206,9248,10089,9855,9700,9518,12151,10817,10282,9930,10507,10713,11697,10076,10775,10956,11516,11771,12458,12052,13006,12189,16856,16611,16677,16378,16829,17776,16111,20826,19840,20581,27306,27004,26387,27637,27424,27545,27292,28165,29309,29751,33460,32321,32570,33046,33718,33945,33712,32292,28723,26324,26618,23467,23777,22293,22391,6029,5373,4856,4579,4943,5021,8546,8245,8188,8781,14941,15895,15312,15565,15935,17007,16108,16597,16417,16800,17506,17084,21253,20940,21238,5111,5581,5910,5885,6098,6206,5708,5725,5702,6873,5313,6015,5205,6410,5933,5481,5746,5373,6058,5580,6688,6826,6339,5678,5823,5799,6336,7150,7222,6783,6228,7385,7155,7737,7568,6938,8057,6584,7981,7394,8320,6816,7613,9033,6908,8174,7932,8411,7133,7965,8313,8870,8725,9886,8203,7880,9448,8609,8207,8823,9904,8461,8581,8491,9934,6649,5697,6041,6121,5509,5981,6035,5565,5713,5498,3395,3058,2620,1804,13591,12678,12570,12855,989,1170,734,546,1635,955,1510,935,1371,0,289,1215,1665,433,1325,1635,1199,603,826,670,939,881,718,1109,1250,1682,1170,1557,1540
298,31639,31277,6732,6927,7350,7913,3746,1766,1467,2575,2369,2861,3899,4041,4411,4833,5403,4643,5931,5249,5480,5230,5735,5582,6453,5942,6409,6659,6336,6951,7090,6789,6223,6525,6837,7192,6745,2352,2549,30191,30385,30505,30678,31172,19759,20130,20643,20761,20985,21474,20977,21712,21416,21751,22216,21829,25760,31128,19564,20370,18634,25068,19293,24396,17607,17567,18014,17739,18430,17651,18328,17984,7288,8518,8176,9383,9050,8795,8511,9023,15232,5601,5489,6485,6145,5256,5807,5966,6263,6828,2962,2237,5110,3404,5205,1946,1983,7186,7498,7051,5461,4724,4170,2316,1792,2407,2124,1521,1091,1452,4099,4961,4477,5677,3966,6811,5862,5676,3667,6355,4326,7243,4495,9538,10379,10145,9989,9807,12440,11106,10571,10219,10796,11002,11987,10365,11064,11246,11805,12060,12747,12342,13295,12478,17146,16901,16966,16667,17118,18066,16400,21115,20129,20870,27596,27293,26676,27926,27713,27834,27581,28454,29599,30040,33750,32610,32859,33335,34008,34234,34001,32581,29013,26613,26908,23756,24066,22582,22681,6318,5662,5146,4868,5233,5310,8387,8086,8029,8622,15231,16185,15601,15855,16224,17297,16397,16886,16706,17089,17795,17373,21543,21229,21528,5400,5870,6200,6174,6387,6496,5998,6015,5992,7163,5602,6304,5494,6699,6222,5770,6036,5662,6348,5869,6977,7115,6628,5967,6112,6088,6625,7439,7511,7072,6517,7674,7445,8027,7857,7228,8346,6874,8270,7683,8609,7105,7902,9323,7197,8463,8222,8700,7422,8254,8602,9160,9014,10175,8493,8170,9738,8898,8497,9112,10193,8750,8871,8781,10223,6490,5856,6200,6280,5668,6140,6324,5724,6002,5787,3554,3217,2779,2093,13880,12967,12860,13145,1148,1329,893,705,1794,1114,1781,1224,1650,289,0,1505,1954,723,1615,1924,1489,575,1115,511,1228,850,1007,1398,1092,1523,1389,1398,1829
299,30134,29772,5228,5422,5845,6408,2241,724,913,1070,864,1356,2395,2537,2906,3329,3898,3138,4427,3744,3975,3725,4230,4077,4948,4438,4905,5155,4832,5446,5585,5284,4718,5020,5333,5688,5240,996,1045,28686,28880,29000,29173,29667,18255,18626,19138,19256,19481,19969,19473,20207,19912,20247,20711,20324,24256,29624,18059,18866,17130,23564,17789,22892,16102,16063,16509,16234,16926,16146,16824,16479,5784,7013,6671,7879,7546,7291,7007,7518,13728,4096,3984,4980,4641,3751,4302,4462,4758,5323,3889,3163,6036,4330,6131,1220,1057,8112,8424,7977,6387,5650,5096,1704,2084,1506,1674,2055,2359,2015,3173,4035,3551,4478,2462,5331,4415,4288,2162,4851,3124,5739,2990,8033,8874,8640,8485,8302,10936,9602,9066,8714,9291,9498,10482,8861,9560,9741,10301,10555,11243,10837,11790,10974,15641,15396,15461,15163,15614,16561,14896,19610,18624,19365,26091,25789,25171,26422,26208,26329,26076,26950,28094,28536,32245,31105,31354,31830,32503,32729,32497,31076,27508,25109,25403,22251,22561,21078,21176,4814,4158,3641,3555,4013,3806,9314,9013,8956,9549,13726,14680,14096,14350,14720,15792,14892,15381,15202,15585,16291,15868,20038,19724,20023,4069,4365,4695,4669,4882,4991,4493,4510,4487,5658,4098,4799,3989,5194,4717,4266,4531,4157,4843,4364,5472,5611,5123,4463,4607,4583,5121,5935,6007,5567,5013,6170,5940,6522,6353,5723,6841,5369,6765,6179,7105,5601,6397,7818,5693,6958,6717,7195,5918,6750,7098,7655,7510,8671,6988,6665,8233,7394,6992,7608,8688,7246,7366,7276,8718,7416,4930,5274,5354,4742,5214,5099,4798,4641,4621,2627,2290,1853,978,12375,11463,11355,11640,1409,1032,1852,1247,868,405,743,281,603,1215,1505,0,583,850,199,419,176,1371,390,1437,1002,1648,1345,1585,2018,2449,1937,2324,2150
300,29685,29323,4778,4973,5396,5959,1792,1308,1496,621,831,907,1945,2087,2457,2879,3449,2689,3977,3295,3526,3276,3781,3628,4499,3988,4455,4705,4383,4997,5136,4835,4269,4571,4883,5238,4791,413,595,28237,28431,28551,28724,29218,17805,18176,18689,18807,19031,19520,19023,19758,19462,19797,20262,19875,23806,29174,17610,18416,16680,23114,17339,22442,15653,15613,16060,15785,16476,15697,16374,16030,5334,6564,6222,7429,7096,6842,6558,7069,13279,3647,3535,4531,4191,3302,3853,4012,4309,4874,4472,3746,6619,4913,6714,1669,1389,8695,9007,8560,6970,6233,5679,2153,2533,1956,2123,2504,2808,2464,2590,3452,2968,3895,2012,4857,3908,3722,1713,4401,2541,5289,2541,7584,8425,8191,8035,7853,10486,9152,8617,8265,8842,9048,10033,8411,9110,9292,9851,10106,10793,10388,11341,10524,15192,14947,15012,14713,15164,16112,14447,19161,18175,18916,25642,25339,24722,25972,25759,25880,25627,26500,27645,28087,31796,30656,30905,31381,32054,32280,32047,30627,27059,24659,24954,21802,22112,20629,20727,4364,3708,3708,4138,4596,3356,9897,9596,9539,10132,13277,14231,13647,13901,14270,15343,14443,14932,14752,15135,15841,15419,19589,19275,19574,3486,3916,4246,4220,4433,4542,4044,4061,4038,5209,3648,4350,3540,4745,4268,3816,4082,3708,4394,3915,5023,5161,4674,4013,4158,4134,4671,5485,5557,5118,4563,5720,5491,6073,5903,5274,6392,4920,6316,5729,6655,5151,5948,7369,5244,6509,6268,6746,5468,6300,6648,7206,7060,8221,6539,6216,7784,6944,6543,7158,8239,6796,6917,6827,8269,7999,4347,4690,4771,4159,4631,4516,4214,4058,4038,2044,1707,1270,395,11926,11013,10906,11191,1858,1481,2301,1696,675,854,173,730,304,1665,1954,583,0,1434,384,293,759,1954,943,2020,1585,2231,1928,2169,2601,3032,2520,2907,2733
301,30916,30554,6009,6204,6627,7190,3023,1043,744,1852,1646,2138,3177,3319,3688,4111,4680,3920,5209,4526,4757,4507,5012,4859,5730,5220,5686,5936,5614,6228,6367,6066,5500,5802,6114,6469,6022,1846,1827,29468,29662,29782,29955,30449,19037,19408,19920,20038,20263,20751,20255,20989,20694,21029,21493,21106,25037,30406,18841,19647,17912,24346,18570,23674,16884,16845,17291,17016,17708,16928,17606,17261,6566,7795,7453,8661,8328,8073,7789,8300,14510,4878,4766,5762,5423,4533,5084,5244,5540,6105,3038,2312,5186,3480,5280,1871,1908,7262,7573,7126,5536,4799,4246,2240,1716,2332,2049,1445,1577,1376,4023,4885,4401,5328,3244,6181,5265,5138,2944,5632,3974,6521,3772,8815,9656,9422,9266,9084,11717,10384,9848,9496,10073,10279,11264,9643,10341,10523,11083,11337,12025,11619,12572,11756,16423,16178,16243,15944,16396,17343,15678,20392,19406,20147,26873,26571,25953,27203,26990,27111,26858,27732,28876,29318,33027,31887,32136,32612,33285,33511,33279,31858,28290,25891,26185,23033,23343,21860,21958,5595,4940,4423,4146,4510,4587,8463,8162,8105,8698,14508,15462,14878,15132,15502,16574,15674,16163,15984,16366,17072,16650,20820,20506,20805,4919,5147,5477,5451,5664,5773,5275,5292,5269,6440,4880,5581,4771,5976,5499,5048,5313,4939,5625,5146,6254,6393,5905,5245,5389,5365,5903,6717,6789,6349,5795,6952,6722,7304,7134,6505,7623,6151,7547,6961,7886,6382,7179,8600,6475,7740,7499,7977,6700,7532,7879,8437,8291,9453,7770,7447,9015,8176,7774,8390,9470,8027,8148,8058,9500,6566,5781,6124,6204,5593,6064,5950,5648,5491,5472,3478,3141,2703,1829,13157,12244,12137,12422,1072,1253,1070,629,1718,1038,1593,946,1454,433,723,850,1434,0,1049,1201,766,520,491,587,506,797,495,735,1167,1599,1087,1474,1299
302,30024,29662,5117,5312,5735,6298,2131,923,1111,960,754,1246,2285,2427,2796,3219,3788,3028,4317,3634,3865,3615,4120,3967,4838,4328,4794,5044,4722,5336,5475,5174,4608,4910,5222,5577,5130,797,935,28576,28770,28890,29063,29557,18145,18516,19028,19146,19371,19859,19363,20097,19802,20137,20601,20214,24145,29514,17949,18755,17020,23454,17678,22782,15992,15953,16399,16124,16816,16036,16714,16369,5674,6903,6561,7768,7436,7181,6897,7408,13618,3986,3874,4870,4531,3641,4192,4352,4648,5213,4087,3362,6235,4529,6330,1330,1050,8311,8623,8176,6586,5849,5295,1814,2194,1616,1784,2165,2469,2125,2974,3836,3352,4279,2352,5196,4247,4089,2052,4740,2925,5629,2880,7923,8764,8530,8374,8192,10825,9492,8956,8604,9181,9387,10372,8751,9449,9631,10191,10445,11133,10727,11680,10864,15531,15286,15351,15052,15504,16451,14786,19500,18514,19255,25981,25679,25061,26311,26098,26219,25966,26840,27984,28426,32135,30995,31244,31720,32393,32619,32387,30966,27398,24999,25293,22141,22451,20968,21066,4703,4048,3531,3754,4212,3695,9512,9211,9154,9747,13616,14570,13986,14240,14610,15682,14782,15271,15092,15474,16180,15758,19928,19614,19913,3870,4255,4585,4559,4772,4881,4383,4400,4377,5548,3988,4689,3879,5084,4607,4156,4421,4047,4733,4254,5362,5501,5013,4353,4497,4473,5011,5825,5897,5457,4903,6059,5830,6412,6242,5613,6731,5259,6655,6069,6994,5490,6287,7708,5583,6848,6607,7085,5808,6640,6987,7545,7399,8561,6878,6555,8123,7284,6882,7498,8578,7135,7256,7166,8608,7615,4731,5075,5155,4543,5015,4901,4599,4442,4422,2429,2092,1654,780,12265,11352,11245,11530,1519,1142,1962,1357,669,515,544,391,405,1325,1615,199,384,1049,0,309,375,1570,558,1636,1201,1847,1544,1784,2217,2648,2136,2523,2349
